id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
8.98657E+17,Rental unit in Boston · 2 bedrooms · 3 beds · 2 baths,Back Bay,42.34541,-71.08194,Entire home/apt,239,1,1,0.24,34,365,1
8.99056E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,Back Bay,42.3481924,-71.0816562,Entire home/apt,309,32,0,,339,215,0
8.99217E+17,Rental unit in Boston · ★4.75 · 1 bedroom · 1 bed · 1 bath,Roxbury,42.32248317,-71.0836814,Entire home/apt,140,2,4,0.83,1,17,4
8.99258E+17,Rental unit in Boston · 2 bedrooms · 3 beds · 1.5 baths,Beacon Hill,42.359189,-71.0672568,Entire home/apt,127,91,1,0.28,1,201,1
8.99769E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,Chinatown,42.3522851,-71.0591088,Entire home/apt,290,32,0,,339,217,0
8.9996E+17,Rental unit in Boston · ★4.70 · Studio · 2 beds · 1 bath,Back Bay,42.34233,-71.08272,Entire home/apt,121,1,37,5.58,68,336,37
9.00019E+17,Rental unit in Boston · ★4.80 · 2 bedrooms · 2 beds · 2.5 baths,South End,42.34344683,-71.07304532,Entire home/apt,525,2,10,1.62,1,34,10
9.00749E+17,Rental unit in Boston · ★4.95 · 3 bedrooms · 4 beds · 2 baths,Dorchester,42.30983,-71.05154,Entire home/apt,250,29,21,4.92,1,0,21
9.00761E+17,Home in Boston · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,Dorchester,42.31315656,-71.05738075,Private room,58,29,6,1.01,3,0,6
9.01694E+17,Home in Boston · ★4.67 · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.32367209,-71.10681705,Private room,165,29,3,0.46,10,364,3
9.01705E+17,Home in Boston · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.32423,-71.10498,Private room,145,29,2,0.33,10,173,2
9.01711E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Beacon Hill,42.35916,-71.06762,Entire home/apt,56,29,0,,48,102,0
9.02211E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Roslindale,42.2900648,-71.1245844,Entire home/apt,137,29,0,,1,228,0
9.03125E+17,Guest suite in Boston · ★4.93 · 1 bedroom · 2 beds · 1 bath,Dorchester,42.28487357,-71.04756586,Entire home/apt,195,2,28,4.54,1,343,28
9.03506E+17,Home in Boston · ★4.50 · 5 bedrooms · 7 beds · 2 baths,Charlestown,42.37766107,-71.06334877,Entire home/apt,595,29,9,1.8,1,0,9
9.03925E+17,Rental unit in Boston · ★4.80 · 2 bedrooms · 5 beds · 2 baths,Jamaica Plain,42.3284,-71.11054,Entire home/apt,799,29,5,0.78,88,360,5
9.04194E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Bay Village,42.34992,-71.06943,Entire home/apt,216,32,0,,339,237,0
9.04276E+17,Rental unit in Boston · 3 bedrooms · 4 beds · 1 bath,Mattapan,42.2832,-71.0931,Entire home/apt,200,29,2,0.43,2,365,2
9.04496E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.29326606,-71.05967808,Private room,62,32,1,0.22,3,328,1
9.0497E+17,Condo in Boston · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,Roxbury,42.32559287,-71.08601091,Private room,75,1,39,7.45,1,46,39
9.05626E+17,Rental unit in Boston · ★4.75 · 3 bedrooms · 3 beds · 1 bath,Mattapan,42.28164158,-71.09436312,Entire home/apt,180,29,4,0.63,2,365,4
9.07281E+17,Rental unit in Boston · 1 bedroom · 1 bed · 2 baths,Roxbury,42.33522,-71.07761,Private room,80,45,0,,74,258,0
9.07293E+17,Rental unit in Boston · 1 bedroom · 1 bed · 2 baths,Roxbury,42.33562,-71.07945,Private room,80,29,1,0.26,74,258,1
9.07907E+17,Rental unit in Boston · ★4.67 · 1 bedroom · 1 bed · 1 bath,West Roxbury,42.27966723,-71.16040287,Entire home/apt,98,29,3,0.61,3,364,3
9.08672E+17,Rental unit in Boston · ★4.75 · 2 bedrooms · 5 beds · 2 baths,Brighton,42.36033,-71.14863,Entire home/apt,499,29,8,1.53,88,352,8
9.0964E+17,Condo in Boston · ★4.97 · 3 bedrooms · 5 beds · 3 baths,Bay Village,42.3498155,-71.068324,Entire home/apt,469,1,32,5.52,2,305,32
9.09739E+17,Condo in Boston · 3 bedrooms · 5 beds · 3 baths,Bay Village,42.349815,-71.068324,Entire home/apt,847,10,1,1,2,333,1
9.09901E+17,Home in Boston · 3 bedrooms · 3 beds · 1 bath,Hyde Park,42.24348,-71.13853,Entire home/apt,125,30,0,,7,363,0
9.10791E+17,Rental unit in Boston · ★4.67 · 1 bedroom · 2 beds · 1 bath,Fenway,42.34529258,-71.09810648,Entire home/apt,211,29,3,0.63,10,334,3
9.10817E+17,Rental unit in Boston · ★5.0 · 1 bedroom · 2 beds · 1 bath,Fenway,42.34465,-71.09622,Entire home/apt,213,29,6,1.08,10,328,6
9.12804E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Fenway,42.3465132,-71.1032136,Entire home/apt,203,32,0,,339,207,0
9.12804E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,Fenway,42.3465132,-71.1032136,Entire home/apt,161,32,0,,339,360,0
9.12805E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,Fenway,42.3465132,-71.1032136,Entire home/apt,164,32,0,,339,359,0
9.12837E+17,Rental unit in Boston · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Allston,42.3556715,-71.1375296,Entire home/apt,199,2,16,2.81,2,168,16
9.12905E+17,Home in Boston · ★4.83 · 1 bedroom · 1 bed · 1 bath,South Boston,42.33123629,-71.05902357,Private room,69,2,5,0.82,6,0,5
9.13146E+17,Townhouse in Boston · 6 bedrooms · 10 beds · 3.5 baths,Dorchester,42.31635,-71.06055,Entire home/apt,477,1,0,,6,328,0
9.13184E+17,Home in Boston · ★4.94 · 4 bedrooms · 8 beds · 2.5 baths,Roxbury,42.32762,-71.09449,Entire home/apt,394,4,17,3.95,6,0,17
9.13604E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Dorchester,42.28485,-71.05648,Private room,240,29,0,,1,364,0
9.13634E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,Dorchester,42.31611407,-71.0617305,Entire home/apt,135,91,0,,2,364,0
9.13765E+17,Rental unit in Boston · ★4.95 · 3 bedrooms · 4 beds · 1 bath,Dorchester,42.30649,-71.06252,Entire home/apt,288,29,20,6.59,1,0,20
9.13916E+17,Rental unit in Boston · ★4.75 · 2 bedrooms · 2 beds · 2 baths,Back Bay,42.34350564,-71.08268432,Entire home/apt,179,1,24,4,77,332,24
9.13916E+17,Rental unit in Boston · ★4.58 · 2 bedrooms · 2 beds · 2 baths,Back Bay,42.34538835,-71.08155279,Entire home/apt,179,1,19,3.28,77,309,19
9.14032E+17,Home in Boston · ★4.33 · 3 bedrooms · 4 beds · 3 baths,Brighton,42.3480118,-71.15940001,Entire home/apt,356,5,3,0.51,1,31,3
9.14277E+17,Home in Boston · ★5.0 · 4 bedrooms · 7 beds · 3 baths,Roxbury,42.32896087,-71.09418152,Entire home/apt,278,4,5,1.55,6,278,5
9.14541E+17,Rental unit in Boston · ★4.78 · Studio · 1 bed · 1 bath,South End,42.33779,-71.07638,Entire home/apt,99,1,23,4.01,68,69,23
9.14559E+17,Rental unit in Boston · ★4.86 · Studio · 1 bed · 1 bath,South End,42.33776,-71.07761,Entire home/apt,99,1,27,4.35,68,0,27
9.14595E+17,Rental unit in Boston · ★4.83 · Studio · 1 bed · 1 bath,South End,42.33833,-71.07799,Entire home/apt,99,1,21,3.5,68,0,21
9.14597E+17,Rental unit in Boston · ★4.58 · Studio · 1 bed · 1 bath,South End,42.33771319,-71.07617774,Entire home/apt,104,1,18,3.05,68,0,18
9.14937E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,South Boston,42.3432057,-71.0562425,Entire home/apt,137,32,0,,339,305,0
9.14938E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,South Boston,42.3432057,-71.0562425,Entire home/apt,137,32,0,,339,326,0
9.15088E+17,Rental unit in Boston · ★4.88 · 2 bedrooms · 2 beds · 2 baths,South End,42.34382,-71.0637,Entire home/apt,225,29,24,4,5,0,24
9.15095E+17,Rental unit in Boston · ★4.73 · Studio · 1 bed · 1 bath,South End,42.33972579,-71.07632252,Entire home/apt,104,1,14,2.4,68,0,14
9.15147E+17,Rental unit in Boston · 2 bedrooms · 5 beds · 2 baths,South Boston Waterfront,42.3498729,-71.04578676,Entire home/apt,597,4,1,0.35,5,342,1
9.15981E+17,Rental unit in Boston · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,Roxbury,42.33338015,-71.07678674,Private room,40,1,11,2.21,12,164,11
9.16218E+17,Rental unit in Boston · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,Roxbury,42.33338,-71.07574,Private room,31,1,5,0.9,12,193,5
9.16759E+17,Rental unit in Boston · ★5.0 · 1 bedroom · 2 beds · 1 bath,South Boston,42.3308789,-71.0371873,Entire home/apt,182,2,23,4.86,1,159,23
9.17221E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,South Boston,42.3432057,-71.0562425,Entire home/apt,158,32,0,,339,274,0
9.17221E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,South Boston,42.34321,-71.05624,Entire home/apt,108,32,1,0.41,339,355,1
9.1734E+17,Rental unit in Boston · ★4.88 · Studio · 1 bed · 1 bath,Fenway,42.34524,-71.10487,Entire home/apt,149,29,8,3.33,71,251,8
9.1734E+17,Rental unit in Boston · ★4.33 · 1 bedroom · 2 beds · 1 bath,Downtown,42.35145242,-71.0650514,Entire home/apt,214,1,17,3,71,0,17
9.17656E+17,Rental unit in Boston · ★4.95 · 1 bedroom · 2 beds · 1 bath,Brighton,42.34673,-71.14722,Entire home/apt,71,29,19,3.99,6,251,19
9.18199E+17,Rental unit in Boston · ★4.71 · Studio · 1 bed · 1 bath,South End,42.33971421,-71.07785276,Entire home/apt,99,1,24,4.07,68,52,24
9.18372E+17,Rental unit in Boston · ★4.81 · 2 bedrooms · 2 beds · 1 bath,East Boston,42.36766147,-71.03295247,Entire home/apt,101,1,53,9.46,2,0,53
9.1885E+17,Rental unit in Boston · ★4.40 · 1 bedroom · 1 bed · 1 bath,Back Bay,42.34810159,-71.08569977,Entire home/apt,77,1,4,2.45,71,0,4
9.18851E+17,Rental unit in Boston · ★4.56 · 1 bedroom · 1 bed · 1 bath,Downtown,42.35111033,-71.06699304,Entire home/apt,118,5,31,5.41,71,0,31
9.18905E+17,Rental unit in Dorchester · ★4.86 · 5 bedrooms · 6 beds · 5.5 baths,Dorchester,42.28846,-71.0393,Entire home/apt,354,1,14,2.84,68,250,14
9.18935E+17,Townhouse in Boston · ★5.0 · 3 bedrooms · 4 beds · 2 baths,Dorchester,42.32091,-71.0571,Entire home/apt,320,4,11,3.3,6,324,11
9.19111E+17,Rental unit in Boston · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,Roxbury,42.33351,-71.07508,Private room,51,1,6,1.84,12,181,6
9.19111E+17,Rental unit in Boston · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,Roxbury,42.33531631,-71.07725577,Private room,52,1,7,2.04,12,0,7
9.19111E+17,Rental unit in Boston · 3 bedrooms · 3 beds · 1 bath,Roxbury,42.33352,-71.07568,Entire home/apt,200,1,0,,12,163,0
9.1969E+17,Rental unit in Boston · 2 bedrooms · 3 beds · 2 baths,Downtown,42.36665,-71.0632,Entire home/apt,371,5,0,,5,338,0
9.20193E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Charlestown,42.37160233,-71.06456603,Entire home/apt,113,29,2,0.51,3,295,2
9.20273E+17,Townhouse in Boston · ★4.90 · 4 bedrooms · 9 beds · 2 baths,Dorchester,42.31951713,-71.05686391,Entire home/apt,482,4,10,2.07,1,336,10
9.20305E+17,Rental unit in Boston · ★4.74 · 1 bedroom · 2 beds · 1 bath,Downtown,42.3523058,-71.06541161,Entire home/apt,120,29,34,5.86,77,0,34
9.20305E+17,Rental unit in Boston · ★4.39 · 1 bedroom · 2 beds · 1 bath,Downtown,42.35092673,-71.06553081,Entire home/apt,129,1,33,5.79,77,261,33
9.20393E+17,Rental unit in Boston · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,Dorchester,42.3024549,-71.0649376,Private room,49,29,43,7.72,22,0,43
9.20441E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Brighton,42.34944799,-71.16380626,Entire home/apt,119,29,0,,1,0,0
9.20595E+17,Townhouse in Boston · ★4.20 · 1 bedroom · 2 beds · 1 bath,South End,42.34275,-71.06885,Entire home/apt,132,29,14,2.68,5,0,14
9.20892E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 1.5 baths,Dorchester,42.31556,-71.05969,Entire home/apt,150,91,0,,8,103,0
9.2185E+17,Home in Boston · ★4.67 · 1 bedroom · 1 bed · 1 bath,Roxbury,42.32193,-71.08004,Private room,65,2,6,1.09,7,187,6
9.22409E+17,Serviced apartment in Boston · 1 bedroom · 2 beds · 1 bath,South Boston Waterfront,42.35016,-71.04531,Entire home/apt,137,9,0,,17,31,0
9.22494E+17,Hotel in Boston · 1 bedroom · 1 bed · 1 bath,Brighton,42.36299827,-71.13681987,Private room,190,1,1,0.26,11,141,1
9.22499E+17,Hotel in Boston · 1 bedroom · 1 bed · 1 bath,Brighton,42.36342714,-71.13573562,Private room,191,1,0,,11,143,0
9.22506E+17,Hotel in Boston · 1 bedroom · 1 bed · 1 shared bath,Brighton,42.36514627,-71.13618387,Private room,191,1,0,,11,136,0
9.22509E+17,Hotel in Boston · 1 bedroom · 1 bed · 1 bath,Brighton,42.36328113,-71.13550034,Private room,190,1,1,0.25,11,144,1
9.22512E+17,Hotel in Boston · 1 bedroom · 1 bed · 1 bath,Brighton,42.36309862,-71.13708545,Private room,191,1,2,0.72,11,135,2
9.23066E+17,Home in Boston · ★4.70 · 1 bedroom · 1 bed · 1 bath,Roxbury,42.32125,-71.07801,Private room,65,2,10,1.82,7,173,10
9.24596E+17,Home in Boston · ★4.50 · 1 bedroom · 1 bed · 1 bath,Roxbury,42.32184601,-71.07909028,Private room,95,2,10,1.8,7,265,10
9.25503E+17,Rental unit in Boston · 3 bedrooms · 3 beds · 2 baths,Back Bay,42.34475,-71.0815,Entire home/apt,624,4,0,,5,361,0
9.25504E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,Fenway,42.34508303,-71.10380421,Entire home/apt,399,30,0,,88,364,0
9.25574E+17,Rental unit in Boston · ★4.75 · 3 bedrooms · 3 beds · 1 bath,Roxbury,42.33384068,-71.07492393,Entire home/apt,200,1,4,1.22,12,164,4
9.26898E+17,Rental unit in Boston · ★4.75 · Studio · 2 beds · 1 bath,Fenway,42.35043,-71.09494,Entire home/apt,191,3,4,0.8,9,148,4
9.26909E+17,Rental unit in Boston · ★4.86 · Studio · 2 beds · 1 bath,Fenway,42.34881,-71.09313,Entire home/apt,144,3,7,1.47,9,180,7
9.26909E+17,Rental unit in Boston · Studio · 2 beds · 1 bath,Fenway,42.34927738,-71.09486073,Entire home/apt,138,3,2,0.56,9,159,2
9.26909E+17,Rental unit in Boston · ★5.0 · Studio · 2 beds · 1 bath,Fenway,42.35077354,-71.09491176,Entire home/apt,168,3,6,1.29,9,177,6
9.26909E+17,Rental unit in Boston · ★5.0 · Studio · 2 beds · 1 bath,Fenway,42.35059,-71.09289,Entire home/apt,168,3,4,0.73,9,177,4
9.26909E+17,Rental unit in Boston · ★4.50 · Studio · 2 beds · 1 bath,Fenway,42.35085716,-71.0932022,Entire home/apt,128,3,4,0.73,9,180,4
9.26909E+17,Rental unit in Boston · ★4.57 · 1 bedroom · 2 beds · 1 bath,Fenway,42.34919,-71.09302,Entire home/apt,168,3,7,1.84,9,365,7
9.2691E+17,Rental unit in Boston · ★5.0 · Studio · 2 beds · 1 bath,Fenway,42.34886348,-71.09273961,Entire home/apt,128,3,4,0.72,9,170,4
9.2691E+17,Rental unit in Boston · ★4.78 · Studio · 2 beds · 1 bath,Fenway,42.34947356,-71.09288175,Entire home/apt,128,3,9,1.76,9,175,9
9.26928E+17,Rental unit in Boston · 3 bedrooms · 3 beds · 2 baths,Back Bay,42.34528511,-71.08161075,Entire home/apt,599,4,0,,5,326,0
9.26939E+17,Rental unit in Boston · 3 bedrooms · 7 beds · 2 baths,South Boston Waterfront,42.3479,-71.04505,Entire home/apt,699,5,0,,5,351,0
9.2695E+17,Condo in Boston · 2 bedrooms · 2 beds · 1 bath,Allston,42.34916723,-71.13388876,Entire home/apt,159,91,0,,1,264,0
9.27476E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Fenway,42.34818,-71.09326,Entire home/apt,300,1,0,,71,47,0
9.27505E+17,Rental unit in Boston · ★4.80 · 1 bedroom · 1 bed · 1 bath,Fenway,42.34751,-71.09374,Entire home/apt,177,29,5,1.03,71,227,5
9.27569E+17,Rental unit in Boston · ★3.75 · Studio · 1 bed · 1 bath,Back Bay,42.34327,-71.08405,Entire home/apt,110,29,4,0.74,51,277,4
9.27751E+17,Home in Boston · 1 bedroom · 1 bed · 1 bath,Allston,42.35706021,-71.12911637,Private room,48,91,0,,9,328,0
9.29274E+17,Rental unit in Boston · ★4.75 · Studio · 1 bed · 1 bath,South End,42.34167,-71.08246,Entire home/apt,128,29,16,3,51,286,16
9.29286E+17,Rental unit in Boston · ★4.69 · Studio · 1 bed · 1 bath,South End,42.34149086,-71.08211337,Entire home/apt,111,29,13,2.41,51,358,13
9.29296E+17,Rental unit in Boston · ★4.80 · Studio · 1 bed · 1 bath,South End,42.34183239,-71.08212673,Entire home/apt,142,29,15,2.76,51,231,15
9.29308E+17,Rental unit in Boston · ★4.67 · Studio · 1 bed · 1 bath,Back Bay,42.34243899,-71.08212529,Entire home/apt,105,29,6,1.13,51,280,6
9.29534E+17,Rental unit in Boston · ★4.79 · Studio · 1 bed · 1 bath,Roxbury,42.3415,-71.08347,Entire home/apt,121,29,14,2.63,51,354,14
9.29545E+17,Rental unit in Boston · 1 bedroom · 1 bed · 0 shared baths,Dorchester,42.3267,-71.059,Private room,62,91,0,,146,204,0
9.29545E+17,Rental unit in ROXBURY CROSSING · 1 bedroom · 1 bed · 0 shared baths,Mission Hill,42.33024876,-71.1041137,Private room,71,91,0,,146,200,0
9.29571E+17,Rental unit in Boston · ★4.40 · Studio · 1 bed · 1 bath,Fenway,42.3420088,-71.08411851,Entire home/apt,185,29,5,1.09,51,295,5
9.29654E+17,Rental unit in Boston · ★4.42 · Studio · 1 bed · 1 bath,Back Bay,42.34437403,-71.0825744,Entire home/apt,97,29,11,2.01,51,0,11
9.29663E+17,Rental unit in Boston · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,Dorchester,42.3024549,-71.0649376,Private room,59,29,27,4.91,22,257,27
9.2971E+17,Rental unit in Boston · ★4.69 · Studio · 1 bed · 1 bath,Back Bay,42.3438266,-71.08222209,Entire home/apt,96,29,12,2.22,51,0,12
9.29722E+17,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,Back Bay,42.3451,-71.08007,Entire home/apt,127,29,6,1.53,51,360,6
9.29763E+17,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,South End,42.34214,-71.08206,Entire home/apt,136,29,4,0.74,51,351,4
9.2977E+17,Rental unit in Boston · ★4.36 · Studio · 1 bed · 1 bath,Back Bay,42.34436,-71.0821,Entire home/apt,126,29,14,2.78,51,245,14
9.29778E+17,Rental unit in Boston · ★4.46 · Studio · 1 bed · 1 bath,Back Bay,42.34443888,-71.08347546,Entire home/apt,102,29,13,2.45,51,350,13
9.29785E+17,Rental unit in Boston · ★4.56 · Studio · 1 bed · 1 bath,Back Bay,42.34364,-71.08199,Entire home/apt,117,29,9,1.69,51,361,9
9.29789E+17,Rental unit in Boston · ★4.29 · Studio · 1 bed · 1 bath,Back Bay,42.34240934,-71.08281844,Entire home/apt,122,29,7,1.4,51,361,7
9.29791E+17,Rental unit in Boston · ★4.96 · 2 bedrooms · 3 beds · 1 bath,South Boston,42.3313364,-71.0548846,Entire home/apt,246,1,26,5.2,1,0,26
9.30143E+17,Home in Boston · ★4.77 · 1 bedroom · 2 beds · 1 private bath,East Boston,42.385239,-71.0054398,Private room,71,1,31,6.41,4,89,31
9.32022E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,Fenway,42.34551234,-71.10205038,Entire home/apt,185,91,0,,1,364,0
9.32649E+17,Home in Boston · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.31623,-71.10026,Private room,75,30,1,0.79,4,364,1
9.32668E+17,Rental unit in Boston · ★4.69 · Studio · 1 bed · 1 bath,South End,42.34153,-71.0828,Entire home/apt,119,29,13,2.5,51,343,13
9.32671E+17,Rental unit in Boston · ★4.78 · Studio · 1 bed · 1 bath,Back Bay,42.34348986,-71.08423328,Entire home/apt,231,29,9,1.71,51,230,9
9.33238E+17,Rental unit in Boston · ★4.67 · Studio · 1 bed · 1 bath,Back Bay,42.34300085,-71.08404904,Entire home/apt,103,29,15,3.02,51,354,15
9.33342E+17,Rental unit in Boston · ★4.50 · Studio · 1 bed · 1 bath,Back Bay,42.34353,-71.08219,Entire home/apt,97,29,6,1.18,51,303,6
9.33342E+17,Rental unit in Boston · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,Dorchester,42.3024549,-71.0649376,Private room,59,29,31,6.64,22,0,31
9.33354E+17,Rental unit in Boston · ★4.79 · Studio · 1 bed · 1 bath,Back Bay,42.34366673,-71.08386692,Entire home/apt,96,29,14,2.88,51,304,14
9.33362E+17,Rental unit in Boston · ★4.86 · Studio · 1 bed · 1 bath,South End,42.34192427,-71.08239343,Entire home/apt,102,29,7,1.37,51,339,7
9.33368E+17,Home in Boston · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.3143,-71.09952,Private room,79,30,0,,4,364,0
9.33372E+17,Home in Boston · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.31578567,-71.10174438,Private room,75,30,0,,4,364,0
9.33377E+17,Home in Boston · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.31616,-71.10023,Private room,69,30,0,,4,364,0
9.33384E+17,Rental unit in Boston · ★5.0 · 3 bedrooms · 3 beds · 2 baths,East Boston,42.37518,-71.03894,Entire home/apt,203,1,21,4.01,77,0,21
9.33387E+17,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,Back Bay,42.34378414,-71.08290023,Entire home/apt,134,29,11,2.34,51,342,11
9.33392E+17,Rental unit in Boston · ★4.56 · 2 bedrooms · 4 beds · 2 baths,East Boston,42.38734,-71.0071,Entire home/apt,155,1,9,1.82,77,352,9
9.33906E+17,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.3203345,-71.105348,Entire home/apt,147,1,18,3.51,3,51,18
9.34013E+17,Rental unit in Boston · ★4.94 · 1 bedroom · 2 beds · 1 bath,Brighton,42.34607,-71.1618,Entire home/apt,150,29,18,3.53,2,84,18
9.34064E+17,Rental unit in Boston · ★4.70 · Studio · 1 bed · 1 bath,Fenway,42.3421559,-71.08435806,Entire home/apt,91,29,10,2.13,51,246,10
9.34065E+17,Home in Boston · 1 bedroom · 1 bed · 1 bath,Dorchester,42.29943627,-71.0816111,Private room,82,29,2,1,8,320,2
9.34068E+17,Rental unit in Boston · ★4.86 · Studio · 1 bed · 1 bath,Back Bay,42.34425,-71.08264,Entire home/apt,120,29,14,3.04,51,352,14
